raceId,driverId,fastestLapSpeed
963,4,203.017
963,807,204.051
963,18,202.094
963,835,200.853
963,832,201.07
963,828,199.985
963,13,199.707
963,826,199.951
963,836,200.242
963,839,196.662
963,831,198.574
963,1,202.391
963,821,196.067
963,825,193.025
963,154,195.363
963,20,
962,3,165.318
962,817,170.113
962,1,169.221
962,8,168.515
962,20,169.863
962,830,167.207
962,4,163.902
962,815,163.508
962,826,164.353
962,825,164.48
962,821,164.159
962,13,163.599
962,831,163.265
962,832,164.965
962,835,163.128
962,836,162.773
962,828,164.325
962,839,163.17
962,18,163.341
962,822,163.727
962,807,
962,154,
961,3,240.82
961,1,241.646
961,20,241.626
961,8,242.452
961,817,242.726
961,822,240.517
961,830,241.361
961,815,239.93
961,13,241.375
961,807,239.837
961,154,239.086
961,18,241.503
961,821,239.418
961,4,244.373
961,832,240.398
961,828,235.509
961,825,238.019
961,839,235.556
961,826,236.886
961,836,235.055
961,835,228.268
961,831,
960,3,225.64
960,817,224.205
960,1,225.969
960,807,222.094
960,815,222.321
960,20,223.674
960,4,220.243
960,822,220.946
960,8,222.157
960,13,220.517
960,830,222.582
960,821,220.53
960,154,221.561
960,826,224.965
960,835,222.641
960,839,217.865
960,831,217.081
960,825,216.269
960,828,186.421
960,832,
960,18,
960,836,
959,1,209.107
959,817,209.918
959,830,208.673
959,3,208.114
959,20,209.203
959,8,206.937
959,807,205.686
959,18,206.395
959,822,204.699
959,815,206.848
959,821,206.131
959,4,205.49
959,154,205.188
959,832,205.94
959,826,206.903
959,825,201.673
959,836,204.019
959,828,202.758
959,835,202.97
959,837,201.19
959,831,202.24
959,13,202.101
958,1,188.095
958,3,188.497
958,817,186.407
958,20,186.904
958,830,186.234
958,8,189.822
958,4,185.639
958,832,185.323
958,822,184.954
958,807,184.696
958,815,185.502
958,835,183.94
958,821,183.486
958,154,183.48
958,825,182.901
958,826,186.273
958,831,184.084
958,13,184.904
958,836,182.28
958,828,184.517
958,837,179.649
958,18,181.817
957,1,221.44
957,830,219.979
957,3,221.957
957,817,220.882
957,8,218.648
957,815,216.625
957,807,217.25
957,832,217.734
957,20,218.786
957,826,217.141
957,13,220.588
957,18,216.609
957,4,221.676
957,822,217.775
957,831,214.847
957,821,217.039
957,825,217.248
957,835,212.596
957,837,209.189
957,154,183.604
957,828,176.309
957,836,125.634
956,1,227.647
956,830,223.7
956,8,226.11
956,3,227.381
956,817,226.459
956,18,222.476
956,154,222.718
956,832,222.042
956,822,221.814
956,836,219.782
956,821,223.456
956,835,221.757
956,831,221.168
956,825,221.058
956,828,220.264
956,837,221.398
956,815,222.099
956,4,219.284
956,807,221.502
956,13,222.801
956,20,217.992
956,826,198.891
955,3,202.946
955,20,201.917
955,815,201.988
955,8,201.629
955,1,202.306
955,822,200.836
955,817,200.59
955,830,202.021
955,807,200.077
955,13,200.543
955,18,200.802
955,831,200.642
955,154,200.205
955,825,197.752
955,835,200.875
955,821,200.912
955,828,198.449
955,837,194.053
955,4,198.08
955,836,195.447
955,832,198.621
955,826,190.963
954,1,206.625
954,20,205.769
954,822,204.055
954,830,205.71
954,3,207.669
954,8,204.105
954,817,205.207
954,807,204.944
954,832,205.014
954,815,205.065
954,4,203.081
954,826,204.044
954,821,201.981
954,154,203.149
954,828,201.019
954,825,200.7
954,836,200.551
954,831,201.579
954,837,199.593
954,13,202.774
954,835,196.542
954,18,197.588
953,1,154.135
953,817,153.437
953,815,153.139
953,20,154.005
953,4,151.739
953,807,151.62
953,3,152.523
953,832,152.997
953,18,150.786
953,13,151.656
953,821,151.814
953,822,151.637
953,154,149.755
953,836,149.469
953,837,150.413
953,828,147.687
953,831,146.701
953,830,138.779
953,825,133.774
953,826,122.715
953,8,112.116
953,835,101.399
952,830,188.682
952,8,189.274
952,20,190.488
952,817,189.98
952,822,188.12
952,832,186.899
952,815,186.612
952,13,187.789
952,18,185.663
952,826,192.735
952,821,185.912
952,828,186.791
952,835,186.658
952,825,188.894
952,831,186.396
952,836,183.786
952,837,187.445
952,154,188.347
952,4,186.718
952,807,182.529
952,1,
952,3,
951,3,212.452
951,1,209.969
951,8,210.315
951,822,208.115
951,13,211.07
951,4,209.799
951,825,206.74
951,154,206.347
951,815,206.608
951,18,206.968
951,817,208.074
951,832,205.986
951,835,205.073
951,828,206.298
951,826,205.706
951,831,205.889
951,821,205.637
951,836,206.588
951,830,206.341
951,20,
951,807,
951,837,
950,3,195.419
950,20,195.046
950,826,193.248
950,817,194.264
950,8,195.079
950,13,192.737
950,1,194.945
950,830,195.456
950,832,193.364
950,822,193.225
950,815,192.679
950,4,191.962
950,18,195.652
950,821,195.516
950,807,196.581
950,828,190.024
950,825,191.803
950,836,193.356
950,154,196.387
950,831,195.1
950,837,192.371
950,835,191.951
949,3,206.21
949,8,204.745
949,1,205.785
949,817,202.814
949,154,202.749
949,830,204.004
949,826,203.633
949,13,199.704
949,822,200.698
949,838,202.694
949,825,201.418
949,828,198.802
949,836,204.123
949,831,204.312
949,807,204.681
949,815,202.808
949,837,201.512
949,832,197.983
949,821,196.124
949,18,195.954
949,20,
949,835,
948,3,210.815
948,1,210.608
948,20,212.235
948,817,214.51
948,13,206.861
948,154,205.582
948,807,205.646
948,822,205.886
948,832,208.253
948,830,208.606
948,835,205.376
948,825,206.494
948,815,205.764
948,18,208.223
948,831,205.917
948,836,206.001
948,828,203.327
948,8,210.48
948,837,203.424
948,821,205.281
948,4,206.268
948,826,
945,3,189.779
945,1,191.302
945,8,190.528
945,20,191.242
945,815,188.818
945,817,188.085
945,807,186.751
945,13,186.891
945,154,188.877
945,826,187.069
945,832,186.867
945,18,185.978
945,822,187.804
945,828,187.71
945,831,187.874
945,830,189.079
945,4,190.793
945,829,182.414
945,833,179.784
945,813,
944,3,206.95
944,1,207.296
944,20,206.705
944,8,205.691
944,822,204.005
944,807,202.052
944,826,202.776
944,154,204.813
944,830,204.185
944,813,203.164
944,817,203.273
944,815,204.191
944,831,202
944,18,203.252
944,4,202.726
944,828,204.678
944,829,196.116
944,834,197.316
944,832,
944,13,204.803
943,3,192.426
943,1,191.945
943,822,189.917
943,826,190.001
943,817,189.824
943,13,188.935
943,807,188.059
943,815,187.227
943,830,187.576
943,154,186.92
943,813,186.762
943,828,187.32
943,832,188.56
943,18,186.666
943,834,182.276
943,829,181.136
943,831,185.895
943,20,189.309
943,8,184.338
943,4,
942,1,197.014
942,3,197.154
942,20,195.863
942,830,192.366
942,815,192.668
942,18,192.638
942,832,193.325
942,813,192.97
942,831,190.09
942,817,194.614
942,4,190.243
942,834,183.472
942,826,191.335
942,807,188.846
942,828,184.825
942,8,186.905
942,13,183.374
942,154,165.926
942,822,130.623
942,829,
941,1,209.328
941,20,210.378
941,815,206.862
941,13,208.689
941,8,209.91
941,831,207.678
941,813,207.402
941,18,204.261
941,830,203.871
941,4,205.115
941,822,208.167
941,833,200.409
941,829,200.644
941,817,206.626
941,832,205.879
941,154,199.996
941,3,204.132
941,807,
941,828,
941,826,
940,1,217.434
940,3,215.191
940,20,213.523
940,8,213.242
940,822,212.795
940,807,212.6
940,154,212.955
940,813,213.022
940,830,212.803
940,832,211.835
940,4,209.862
940,815,212.039
940,826,212.524
940,828,210.434
940,817,211.381
940,18,208.799
940,13,212.031
940,834,206.029
940,829,206.06
940,831,208.868
939,20,165.659
939,817,165.701
939,8,165.251
939,3,164.368
939,822,163.765
939,826,164.109
939,815,162.847
939,830,165.315
939,832,165.161
939,831,161.984
939,828,163.395
939,813,165.5
939,154,162.292
939,834,158.127
939,829,157.338
939,18,164.023
939,4,160.9
939,1,162.072
939,13,160.417
939,807,160.132
938,1,240.617
938,20,238.678
938,13,237.326
938,822,238.272
938,8,238.111
938,815,236.609
938,807,234.552
938,817,236.811
938,828,235.604
938,826,236.365
938,832,238.313
938,830,238.64
938,831,235.24
938,18,232.324
938,829,228.927
938,833,228.393
938,3,239.525
938,4,233.575
938,154,
938,813,
937,1,224.12
937,3,224.295
937,154,219.677
937,826,223.073
937,815,219.645
937,13,220.998
937,8,220.18
937,830,222.592
937,822,219.932
937,828,221.136
937,831,221.196
937,20,218.654
937,4,221.778
937,18,218.244
937,833,213.366
937,829,213.41
937,832,219.867
937,817,216.873
937,813,
937,807,
936,20,181.759
936,826,182.29
936,817,185.939
936,830,179.938
936,4,180.637
936,1,183.974
936,154,179.059
936,3,185.223
936,18,178.139
936,828,179.214
936,831,178.678
936,13,181.566
936,822,181.161
936,813,181.012
936,833,175.497
936,829,176.134
936,832,177.986
936,8,181.378
936,815,178.212
936,807,179.072
934,1,218.425
934,3,217.73
934,20,217.053
934,13,217.589
934,822,217.484
934,826,216.603
934,807,215.752
934,8,217.529
934,815,215.379
934,4,214.471
934,828,216.115
934,833,207.259
934,829,208.082
934,832,214.875
934,817,212.203
934,830,150.647
934,813,
934,18,
934,154,
934,831,
933,3,218.622
933,1,217.888
933,13,217.468
933,20,217.815
933,822,215.557
933,807,214.686
933,813,216.947
933,830,215.256
933,815,215.173
933,817,217.238
933,831,213.19
933,826,215.354
933,828,214.76
933,833,207.817
933,154,213.685
933,832,212.655
933,18,138.792
933,829,
933,8,
933,4,
932,1,202.648
932,3,202.218
932,822,201.478
932,8,203.925
932,20,203.613
932,13,202.437
932,813,200.288
932,807,200.664
932,826,201.153
932,154,201.356
932,815,199.008
932,832,199.205
932,817,198.578
932,828,199.006
932,830,199.699
932,831,198.507
932,829,194.525
932,833,194.292
932,18,199.092
932,4,197.28
931,3,152.841
931,20,152.347
931,1,152.692
931,826,151.815
931,817,153.891
931,8,150.822
931,815,150.811
931,18,151.128
931,831,150.133
931,832,150.511
931,807,150.313
931,154,149.263
931,828,151.519
931,822,152.173
931,13,150.609
931,833,147.013
931,829,145.274
931,830,152.31
931,4,149.308
931,813,146.019
930,3,188.061
930,1,189.849
930,20,184.687
930,822,184.74
930,8,186.342
930,13,185.429
930,817,183.903
930,154,182.261
930,832,183.838
930,826,182.376
930,830,182.358
930,831,182.294
930,815,182.286
930,828,181.713
930,807,184.38
930,18,183.826
930,829,178.933
930,833,177.877
930,813,180.364
930,4,179.446
929,1,199.098
929,8,202.294
929,3,200.184
929,822,198.615
929,20,201.639
929,817,196.903
929,154,196.48
929,815,198.124
929,826,197.348
929,13,196.613
929,4,196.815
929,831,198.37
929,807,197.492
929,828,197.955
929,813,199.49
929,829,191.464
929,833,190.949
929,830,195.6
929,832,193.571
929,18,
928,1,191.996
928,3,191.328
928,20,190.487
928,8,190.472
928,13,191.013
928,822,190.426
928,154,190.272
928,831,189.248
928,817,190.068
928,828,188.319
928,815,189.578
928,4,189.183
928,832,191.166
928,18,186.907
928,829,186.157
928,833,185.192
928,830,188.906
928,813,189.259
928,826,184.621
928,807,185.401
927,20,193.501
927,1,193.501
927,3,195.516
927,8,191.644
927,822,191.71
927,13,191.891
927,830,190.81
927,832,189.132
927,826,190.929
927,817,189.482
927,154,190.386
927,831,192.054
927,815,189.423
927,807,190.368
927,833,183.004
927,813,189.919
927,18,188.153
927,4,183.983
927,828,183.475
927,829,
926,1,209.915
926,3,209.577
926,20,208.74
926,13,208.144
926,831,206.137
926,817,205.726
926,807,207.576
926,828,208.505
926,832,205.56
926,815,207.601
926,18,204.534
926,8,208.811
926,830,202.458
926,154,
926,813,
926,826,
926,825,
926,822,
918,1,189.342
918,13,190.738
918,822,189.113
918,817,191.341
918,18,187.32
918,807,189.024
918,815,188.968
918,20,189.427
918,4,186.126
918,8,185.586
918,825,187.171
918,818,189.186
918,154,185.31
918,3,187.092
918,821,185.652
918,16,185.98
918,829,184.453
918,155,186.113
918,813,183.547
918,826,183.859
917,3,210.711
917,1,210.895
917,13,209.341
917,18,209.629
917,20,209.576
917,4,208.744
917,8,206.934
917,807,210.4
917,825,208.097
917,822,208.98
917,826,209.219
917,813,207.357
917,818,207.457
917,821,207.177
917,815,208.08
917,16,207.29
917,154,209.428
917,817,205.77
916,1,194.712
916,3,194.706
916,817,193.004
916,13,192.741
916,822,193.617
916,4,195.585
916,20,195.768
916,825,190.309
916,818,190.504
916,813,191.187
916,154,190.03
916,18,190.367
916,8,192.897
916,821,192.676
916,826,195.171
916,807,186.835
916,815,
916,16,
915,1,207.2
915,3,207.703
915,822,208.658
915,18,206.472
915,825,204.245
915,4,206.038
915,817,204.296
915,20,205.133
915,8,204.556
915,815,204.547
915,13,204.636
915,807,205.023
915,818,205.293
915,826,206.355
915,821,202.284
915,16,202.777
915,154,201.537
915,813,202.372
915,828,202.471
915,155,196.009
915,820,194.45
914,1,187.322
914,3,185.739
914,20,186.795
914,817,186.269
914,18,187.119
914,822,183.213
914,13,184.267
914,807,185.306
914,818,184.086
914,815,184.095
914,826,183.345
914,8,185.946
914,821,181.198
914,825,184.17
914,154,181.308
914,813,182.256
914,828,182.309
914,820,179.486
914,155,180.776
914,824,180.24
914,16,180.601
914,4,
913,1,165.137
913,20,162.052
913,817,161.98
913,4,162.636
913,13,160.959
913,818,162.895
913,815,162.793
913,8,161.545
913,807,161.703
913,825,163.33
913,822,162.058
913,813,161.059
913,154,160.591
913,826,163.151
913,828,157.985
913,824,160.598
913,820,160.218
913,18,160.359
913,16,160.02
913,821,157.619
913,3,156.154
913,155,
912,1,236.975
912,3,236.432
912,13,236.068
912,822,235.49
912,817,235.413
912,20,233.952
912,815,234.042
912,18,233.68
912,8,234.476
912,825,233.58
912,826,235.684
912,807,233.363
912,818,234.005
912,813,232.091
912,16,233.34
912,154,231.506
912,155,229.784
912,824,230.386
912,821,233.147
912,828,231.001
912,4,232.546
912,820,225.289
911,817,223.187
911,3,228.161
911,822,223.698
911,8,221.004
911,20,223.229
911,18,222.186
911,4,221.413
911,815,220.151
911,826,220.87
911,807,221.934
911,818,222.592
911,825,220.785
911,13,224.104
911,16,224.301
911,821,221.178
911,820,218.785
911,828,217.553
911,824,216.717
911,1,221.748
911,154,218.025
911,813,
911,827,
910,817,182.103
910,4,180.413
910,1,180.494
910,3,183.981
910,13,178.757
910,8,179.257
910,20,177.716
910,822,181.595
910,818,176.97
910,18,176.898
910,16,177.8
910,825,177.442
910,813,176.954
910,826,176.414
910,824,175.468
910,820,176.22
910,821,174.3
910,155,169.791
910,815,174.696
910,807,155.921
910,154,148.352
910,828,145.415
909,3,202.543
909,822,202.056
909,1,206.066
909,20,201.93
909,4,204.429
909,817,203.676
909,807,200.57
909,18,202.424
909,825,205.255
909,815,203.913
909,8,202.444
909,813,200.065
909,818,201.113
909,821,200.79
909,824,199.539
909,155,198.711
909,820,198.306
909,828,197.842
909,16,199.522
909,826,200.372
909,154,195.709
909,13,
908,1,218.239
908,822,215.822
908,817,215.395
908,18,215.778
908,20,217.556
908,4,215.115
908,825,214.919
908,807,215.032
908,826,215.509
908,818,213.654
908,815,214.834
908,154,214.393
908,16,211.989
908,824,212.158
908,155,209.02
908,820,211.233
908,813,211.412
908,3,216.203
908,828,203.295
908,821,206.77
908,13,
908,8,
907,3,214.518
907,1,215.65
907,822,214.568
907,13,214.553
907,4,214.527
907,815,215.874
907,825,214.081
907,817,213.161
907,807,212.882
907,8,213.676
907,18,213.752
907,813,212.791
907,16,211.284
907,154,210.587
907,824,209.108
907,155,206.892
907,820,208.072
907,828,208.56
907,821,210.351
907,818,212.414
907,20,209.734
907,826,209.514
906,817,199.638
906,3,199.028
906,20,198.299
906,18,199.337
906,807,198.89
906,4,199.704
906,822,197.924
906,818,197.73
906,825,199.185
906,8,199.921
906,815,197.501
906,13,199.984
906,16,195.692
906,821,195.97
906,154,197.107
906,826,196.298
906,1,198.875
906,155,188.856
906,813,192.6
906,828,141.385
906,820,
906,824,
905,3,151.388
905,1,151.51
905,817,151.718
905,4,150.814
905,807,148.872
905,18,148.358
905,13,149.712
905,154,148.482
905,824,147.98
905,825,149.075
905,828,148.607
905,8,153.212
905,155,145.878
905,820,149.22
905,821,148.177
905,822,148.252
905,818,148.292
905,16,147.062
905,826,146.614
905,20,100.615
905,815,
905,813,
904,1,187.275
904,3,187.794
904,817,186.175
904,20,188.465
904,822,185.326
904,4,186.411
904,8,185.007
904,154,184.016
904,815,184.648
904,807,183.325
904,18,185.042
904,825,185.544
904,13,185.236
904,826,185.645
904,813,183.679
904,821,184.832
904,16,183.201
904,824,182.58
904,820,182.614
904,828,179.517
904,155,180.069
904,818,182.586
903,1,193.916
903,3,195.45
903,4,192.235
903,817,193.387
903,20,192.07
903,807,191.218
903,822,191.151
903,8,191.824
903,815,191.959
903,826,189.899
903,18,189.829
903,818,190.712
903,825,191.075
903,813,190.396
903,13,191.676
903,821,191.904
903,824,187.203
903,155,189.924
903,820,190.751
903,828,189.38
903,154,188.026
903,16,165.773
902,1,200.634
902,3,200.816
902,815,196.165
902,817,196.266
902,807,197.228
902,20,196.181
902,13,196.26
902,822,195.296
902,4,195.355
902,8,195.933
902,826,194.52
902,154,195.923
902,820,191.34
902,813,195.484
902,155,192.434
902,824,190.684
902,18,195.683
902,825,194.621
902,821,193.481
902,828,192.647
902,818,191.669
902,16,191.403
901,1,193.611
901,3,191.946
901,20,191.341
901,4,191.569
901,807,188.284
901,18,188.183
901,13,190.232
901,822,189.189
901,825,189.372
901,826,187.026
901,154,187.855
901,8,189.812
901,155,185.19
901,828,185.626
901,820,184.341
901,817,190.635
901,821,185.14
901,16,184.698
901,818,183.869
901,824,179.01
901,813,179.888
901,815,
900,3,206.436
900,825,205.131
900,18,205.46
900,4,204.867
900,822,206.128
900,807,206.235
900,8,204.814
900,818,203.763
900,826,203.387
900,815,206.088
900,16,204.472
900,821,201.882
900,820,202.658
900,824,199.621
900,154,200.363
900,813,201.451
900,828,196.141
900,20,196.682
900,1,173.636
900,13,190.361
900,155,
900,817,
